Date,weekday,XBTUSD.Return,BXBT.Return,Trade.Volume,Trade.Volume change,BAspreadchange,Bid.Ask.Spread,XBTUSD.Percent.Change,No.of.Trade,Order.Imbalance,Trade.Imbalance.OIBUSD.,B.X.variation.abs.,B.X.variation..sign.,Volatility_XBTUSD,Volatility_BXBTUSD,ABS.XBTUSD.Return.,ABS.BXBTUSD.Return.,OIBNUM,OIBXBT,Funding.rate,Volatility_XBTrtn,Volatility_BXBTrtn,OIBNUM_NUMTRANS,Min_t1,Min_t2,Min_t3,Min_t4,Min_t5,Max_t1,Max_t2,Max_t3,Max_t4,Max_t5,OIBNUM_t1,OIBNUM_t2,OIBNUM_t3,OIBNUM_t4,OIBNUM_t5
2017-06-22,5,0.019176324,0.017246192,38506589,-0.547987751,-0.287541041,0.286319444,0.019176324,33023,-68807,0.001220819,1.818976567,0.245514014,30.23751294,30.83123183,0.019176324,0.017246192,0.01601,0.004363456,0.00174,0.00701304,0.006473998,0.048481361,-0.029061894,0,0,-0.040908573,0,0,0.052493943,0.030206929,0,0.066041565,0.02159,-0.00987,0.01214,0.00522,-0.06883
2017-06-23,6,-0.007814815,-0.003599469,30749419,-0.201450458,-0.329129275,0.192083333,0.007814815,31260,94063,-0.002630163,1.797568205,-0.599609828,13.06863406,12.071719,0.007814815,0.003599469,-0.01512,-0.009916858,0.000115,0.004094798,0.003898845,-0.048368522,0,-0.029061894,0,0,-0.040908573,0.019176324,0,0.052493943,0.030206929,0,0.01601,0.02159,-0.00987,0.01214,0.00522
2017-06-24,7,-0.04489141,-0.045322312,66355372,1.157939049,0.149674621,0.220833333,0.04489141,61731,-1077044,-0.003507196,2.817141858,2.194769481,61.37687912,61.17894501,0.04489141,0.045322312,0.00007,-0.013757714,0.000425,0.010803516,0.010670438,0.000113395,-0.007814815,0,-0.029061894,0,0,0,0.019176324,0,0.052493943,0.030206929,-0.01512,0.01601,0.02159,-0.00987,0.01214
2017-06-25,1,-0.020428092,-0.02399264,68277139,0.02896174,0.060691825,0.234236111,0.020428092,66005,52693,-0.001374029,2.44566527,0.500055532,42.60301667,43.90322394,0.020428092,0.02399264,0.00213,-0.005718004,-0.003748,0.008657865,0.009154564,0.003227028,-0.04489141,-0.007814815,0,-0.029061894,0,0,0,0.019176324,0,0.052493943,0.00007,-0.01512,0.01601,0.02159,-0.00987
2017-06-26,2,-0.035047847,-0.037982662,111425810,0.631963665,0.343611028,0.314722222,0.035047847,105400,6517,-0.001765132,3.881267866,1.309066948,62.37655387,66.55612412,0.035047847,0.037982662,0.0414,-0.007249958,-0.001755,0.013133961,0.013709304,0.039278937,-0.020428092,-0.04489141,-0.007814815,0,-0.029061894,0,0,0,0.019176324,0,0.00213,0.00007,-0.01512,0.01601,0.02159
2017-06-27,3,0.050247934,0.062667212,104465173,-0.062468803,0.133023921,0.356587806,0.050247934,89975,175288,-0.001227775,5.730007245,4.82115151,57.17495916,54.73473565,0.050247934,0.062667212,0.02133,-0.005579064,-0.002311,0.01305143,0.012668497,0.023706585,-0.035047847,-0.020428092,-0.04489141,-0.007814815,0,0,0,0,0,0.019176324,0.0414,0.00213,0.00007,-0.01512,0.01601
2017-06-28,4,0.003136886,-0.005252898,58060738,-0.444209622,-0.142917972,0.305625,0.003136886,53043,-120024,0.001158454,3.971601231,3.623124522,30.1191615,28.97200688,0.003136886,0.005252898,0.01513,0.004446472,-0.010927,0.009525194,0.009500663,0.028524028,0,-0.035047847,-0.020428092,-0.04489141,-0.007814815,0.050247934,0,0,0,0,0.02133,0.0414,0.00213,0.00007,-0.01512
2017-06-29,5,-0.009967946,-0.005708998,45231684,-0.220959196,-0.173596911,0.252569444,0.009967946,41739,11996,-0.000806822,3.127223657,1.91340848,18.71740085,15.39359131,0.009967946,0.005708998,-0.01683,-0.003394708,-0.009502,0.005393436,0.004936259,-0.040322001,0,0,-0.035047847,-0.020428092,-0.04489141,0.003136886,0.050247934,0,0,0,0.01513,0.02133,0.0414,0.00213,0.00007
2017-06-30,6,-0.033257152,-0.033686695,38809769,-0.141978243,-0.174081331,0.208601819,0.033257152,32171,-47377,-0.000495631,1.698930489,1.133093368,22.0938503,21.88495802,0.033257152,0.033686695,-0.03353,-0.002017435,-0.004756,0.00597718,0.005314829,-0.104224301,-0.009967946,0,0,-0.035047847,-0.020428092,0,0.003136886,0.050247934,0,0,-0.01683,0.01513,0.02133,0.0414,0.00213
2017-07-01,7,-0.012513247,-0.015463394,47392832,0.221157281,0.082068781,0.225721516,0.012513247,52228,64104,-0.00179495,4.314430165,3.629032086,25.83885469,29.85005831,0.012513247,0.015463394,0.04024,-0.007465504,-0.005644,0.006083873,0.006178739,0.077046795,-0.033257152,-0.009967946,0,0,-0.035047847,0,0,0.003136886,0.050247934,0,-0.03353,-0.01683,0.01513,0.02133,0.0414
